N,P,K,temperature,humidity,ph,rainfall,label,state
55.08,31.23,48.56,22.41,65.82,6.38,150.45,coffee,Kerala
47.34,43.91,45.32,26.26,65.16,6.44,178.16,coffee,Tamil Nadu
63.91,48.99,49.56,21.51,74.37,6.47,153.76,coffee,Tamil Nadu
51.47,45.32,42.26,20.95,77.95,6.03,170.21,coffee,Karnataka
43.86,40.98,54.76,24.02,66.05,6.05,237.92,coffee,Karnataka
60.4,38.66,48.83,21.65,61.46,6.15,219.59,coffee,Tamil Nadu
67.95,48.56,51.26,24.08,66.16,6.45,198.61,coffee,Tamil Nadu
50.84,40.71,50.05,23.15,71.96,6.1,204.73,coffee,Karnataka
63.57,34.94,53.7,24.13,74.97,6.12,164.92,coffee,Karnataka
67.21,48.72,52.85,26.49,63.12,6.13,232.96,coffee,Tamil Nadu
43.82,47.16,56.47,25.97,70.66,6.04,248.07,coffee,Kerala
59.04,46.5,46.64,27.45,74.07,6.23,152.2,coffee,Tamil Nadu
45.59,48.45,40.35,23.65,77.33,6.11,155.3,coffee,Karnataka
58.09,32.24,44.59,22.36,75.71,6.17,192.46,coffee,Karnataka
40.69,49.22,47.16,27.3,76.25,6.34,204.54,coffee,Karnataka
45.87,38.92,40.76,23.01,76.13,6.48,226.1,coffee,Tamil Nadu
47.05,33.03,56.6,20.22,65.95,6.07,222.65,coffee,Kerala
67.46,47.17,45.17,25.75,79.39,6.21,183.73,coffee,Tamil Nadu
62.14,30.45,48.0,25.7,70.92,6.13,182.11,coffee,Karnataka
65.71,33.32,43.3,25.38,70.53,6.03,164.49,coffee,Kerala
52.63,37.62,50.23,26.61,68.68,6.15,161.16,coffee,Karnataka
61.19,46.3,46.83,27.84,72.95,6.12,238.77,coffee,Tamil Nadu
54.04,38.58,51.2,26.9,73.63,6.43,237.35,coffee,Kerala
66.85,36.12,48.46,22.47,64.52,6.15,183.14,coffee,Karnataka
59.0,49.81,52.23,25.23,61.45,6.43,167.23,coffee,Tamil Nadu
65.97,40.73,48.01,27.54,77.62,6.44,185.23,coffee,Tamil Nadu
56.13,45.37,40.45,26.8,71.64,6.16,210.38,coffee,Tamil Nadu
68.15,41.71,58.6,27.96,65.12,6.07,160.35,coffee,Kerala
69.46,48.13,51.4,27.01,72.75,6.03,157.27,coffee,Kerala
56.93,48.92,50.78,25.99,69.85,6.32,215.16,coffee,Tamil Nadu
42.35,43.61,42.81,27.08,63.93,6.38,200.42,coffee,Kerala
67.45,33.93,53.37,23.72,60.69,6.3,167.01,coffee,Tamil Nadu
52.92,34.06,57.8,23.13,72.16,6.18,214.13,coffee,Tamil Nadu
41.26,35.47,55.85,23.58,62.17,6.48,245.61,coffee,Kerala
55.18,40.79,41.19,22.54,67.85,6.42,225.16,coffee,Kerala
53.63,48.31,51.54,26.54,78.74,6.18,245.96,coffee,Karnataka
40.52,36.18,44.55,23.44,76.31,6.2,164.46,coffee,Karnataka
61.13,43.77,47.24,21.29,74.83,6.44,236.07,coffee,Karnataka
67.44,37.89,59.27,26.23,68.24,6.21,214.97,coffee,Tamil Nadu
52.21,44.46,41.31,24.64,68.27,6.21,199.36,coffee,Karnataka
48.33,44.99,57.2,23.37,73.06,6.29,247.12,coffee,Tamil Nadu
52.39,47.3,54.65,20.68,64.78,6.28,214.26,coffee,Kerala
50.18,43.04,54.39,22.69,75.99,6.36,174.79,coffee,Tamil Nadu
51.48,34.39,42.45,23.5,70.1,6.26,215.41,coffee,Kerala
53.94,35.01,40.49,24.75,73.33,6.11,209.88,coffee,Tamil Nadu
59.15,47.92,51.45,25.57,65.96,6.05,241.08,coffee,Karnataka
62.23,38.81,41.02,26.25,61.86,6.32,242.49,coffee,Tamil Nadu
41.74,34.2,53.26,27.9,72.7,6.42,213.72,coffee,Kerala
55.07,47.41,59.14,22.98,68.59,6.36,246.49,coffee,Kerala
59.07,39.57,54.49,22.57,69.78,6.46,245.56,coffee,Kerala
53.98,47.27,40.93,21.87,77.39,6.03,223.75,coffee,Kerala
45.62,42.28,55.11,27.65,62.02,6.45,217.49,coffee,Kerala
51.84,45.6,46.32,22.82,66.5,6.42,191.98,coffee,Kerala
40.82,42.09,42.55,25.9,69.02,6.44,181.88,coffee,Kerala
54.61,49.68,54.34,25.58,67.42,6.28,205.32,coffee,Kerala
63.8,31.77,40.23,22.12,64.58,6.17,157.27,coffee,Karnataka
58.19,31.19,49.6,26.76,73.77,6.25,216.23,coffee,Tamil Nadu
43.18,38.14,49.2,20.61,63.13,6.44,241.76,coffee,Tamil Nadu
46.27,48.91,56.09,27.74,62.41,6.06,195.58,coffee,Kerala
50.66,49.21,47.75,21.24,77.19,6.23,175.96,coffee,Tamil Nadu
69.51,32.37,44.97,21.72,66.3,6.15,223.56,coffee,Tamil Nadu
59.46,37.1,48.4,20.97,64.48,6.26,220.95,coffee,Tamil Nadu
52.88,35.21,44.43,23.72,65.59,6.13,240.01,coffee,Kerala
47.87,44.9,55.43,22.65,75.62,6.04,238.13,coffee,Kerala
46.06,34.86,55.72,27.32,61.7,6.46,201.92,coffee,Tamil Nadu
44.14,35.99,42.25,25.64,62.18,6.41,225.1,coffee,Tamil Nadu
48.88,42.68,49.72,25.98,72.58,6.38,234.26,coffee,Tamil Nadu
49.73,41.12,53.47,26.64,60.81,6.28,216.63,coffee,Kerala
50.01,40.65,54.15,23.71,77.91,6.38,235.06,coffee,Tamil Nadu
67.07,39.94,49.94,21.01,78.86,6.07,238.83,coffee,Karnataka
56.41,33.07,51.76,22.23,67.93,6.28,217.34,coffee,Tamil Nadu
63.93,46.53,44.8,24.04,75.53,6.18,169.77,coffee,Tamil Nadu
62.72,49.17,53.64,24.34,79.26,6.32,205.07,coffee,Tamil Nadu
65.41,38.41,48.89,21.13,79.6,6.2,226.94,coffee,Kerala
51.99,35.39,59.77,25.54,69.78,6.27,165.89,coffee,Karnataka
56.7,33.39,47.99,27.35,72.45,6.04,226.58,coffee,Tamil Nadu
68.77,44.91,51.41,27.76,79.5,6.44,235.49,coffee,Tamil Nadu
62.4,36.67,58.53,25.93,64.89,6.1,184.85,coffee,Karnataka
42.7,30.42,41.96,20.3,60.48,6.05,173.48,coffee,Karnataka
64.93,38.84,50.02,21.37,75.09,6.19,239.87,coffee,Tamil Nadu
40.15,42.96,59.5,24.95,64.15,6.06,195.11,coffee,Kerala
48.36,43.24,55.98,23.93,75.9,6.04,200.96,coffee,Tamil Nadu
59.35,34.93,40.36,23.56,71.07,6.28,195.54,coffee,Karnataka
48.24,42.62,42.9,20.86,77.09,6.19,196.82,coffee,Kerala
57.61,33.22,55.89,26.1,65.12,6.48,243.35,coffee,Kerala
54.92,30.51,45.14,27.71,77.24,6.06,182.5,coffee,Kerala
61.32,43.98,53.39,25.34,67.22,6.24,236.64,coffee,Kerala
66.94,46.21,42.41,26.4,63.89,6.4,167.21,coffee,Tamil Nadu
55.63,43.16,41.57,25.84,64.8,6.05,171.23,coffee,Tamil Nadu
62.72,36.71,40.29,26.36,72.04,6.09,207.13,coffee,Tamil Nadu
41.19,37.43,59.02,23.01,69.71,6.48,237.69,coffee,Karnataka
61.45,48.23,53.32,27.54,76.05,6.29,160.64,coffee,Kerala
55.55,36.42,56.49,26.38,64.84,6.29,231.17,coffee,Kerala
44.84,30.11,59.75,22.44,73.64,6.15,221.98,coffee,Karnataka
56.47,34.4,57.37,20.51,72.73,6.4,176.98,coffee,Karnataka
63.79,41.01,49.66,21.31,61.32,6.14,198.48,coffee,Kerala
62.82,30.08,55.49,26.01,60.82,6.14,161.18,coffee,Kerala
64.67,36.87,56.79,22.2,78.67,6.16,152.0,coffee,Kerala
64.52,46.92,59.4,26.5,73.33,6.41,157.1,coffee,Tamil Nadu
68.46,30.11,53.09,21.87,77.16,6.15,214.22,coffee,Kerala
62.28,33.75,41.32,21.18,79.75,6.46,249.85,coffee,Kerala
44.91,38.67,42.9,21.42,69.24,6.41,239.71,coffee,Kerala
66.53,46.4,48.19,24.65,63.4,6.21,222.9,coffee,Karnataka
58.72,49.44,43.82,22.18,79.77,6.12,203.82,coffee,Kerala
68.79,47.23,42.81,24.2,64.71,6.08,170.99,coffee,Tamil Nadu
56.31,45.48,56.06,24.31,71.62,6.31,151.04,coffee,Tamil Nadu
44.2,33.75,59.99,27.74,73.27,6.12,162.26,coffee,Kerala
41.45,33.59,48.91,22.71,63.19,6.03,206.3,coffee,Karnataka
47.88,36.92,53.37,24.01,67.62,6.09,172.81,coffee,Tamil Nadu
47.3,33.77,54.66,20.82,67.51,6.06,235.31,coffee,Karnataka
59.83,45.26,51.81,21.92,70.27,6.16,160.37,coffee,Karnataka
44.66,38.6,55.09,26.52,61.01,6.05,172.02,coffee,Karnataka
64.58,39.22,51.04,25.52,74.58,6.28,183.59,coffee,Kerala
57.67,31.57,52.56,21.25,76.98,6.08,178.58,coffee,Tamil Nadu
43.56,43.83,52.4,21.4,77.05,6.28,227.42,coffee,Kerala
57.95,38.88,43.39,27.99,70.15,6.38,190.65,coffee,Kerala
40.27,30.67,42.68,21.98,69.15,6.17,176.84,coffee,Karnataka
66.81,40.33,58.71,20.36,61.64,6.08,199.32,coffee,Tamil Nadu
66.3,33.9,48.81,24.56,76.35,6.14,184.81,coffee,Tamil Nadu
69.59,49.15,46.54,23.11,69.91,6.29,249.12,coffee,Kerala
53.77,35.24,48.71,20.17,74.96,4.63,270.9,tea,Tamil Nadu
53.57,37.73,47.59,20.47,70.06,4.7,250.27,tea,Assam
56.47,39.3,48.05,24.26,73.64,4.57,276.87,tea,West Bengal
48.41,29.09,41.99,18.68,70.31,5.03,229.45,tea,Assam
38.52,39.39,49.22,19.85,83.4,4.76,229.96,tea,Tamil Nadu
56.41,31.41,30.07,21.91,72.16,5.56,299.5,tea,Kerala
30.89,25.68,48.55,23.49,77.78,5.94,165.31,tea,Assam
33.48,36.01,30.6,18.63,89.22,4.94,260.04,tea,Kerala
38.17,21.61,40.94,18.35,74.36,5.77,277.81,tea,West Bengal
38.89,24.72,47.5,22.97,79.53,5.12,192.87,tea,Tamil Nadu
52.12,29.41,34.62,15.62,79.09,4.61,160.12,tea,West Bengal
41.32,26.78,41.7,15.3,78.2,5.2,262.22,tea,West Bengal
52.35,31.84,45.89,23.51,85.04,5.44,224.73,tea,Kerala
45.86,36.77,31.22,18.64,77.53,5.55,297.51,tea,Kerala
56.04,27.14,49.61,20.38,73.4,5.35,179.17,tea,Kerala
50.42,34.65,49.88,16.26,70.76,5.55,229.87,tea,West Bengal
48.18,26.84,35.7,17.42,85.33,5.58,262.34,tea,West Bengal
37.74,20.96,40.07,20.36,86.83,5.33,258.67,tea,Assam
39.68,22.47,32.79,16.95,82.5,5.02,288.98,tea,Assam
42.62,33.61,38.55,21.05,81.19,6.0,189.04,tea,West Bengal
34.54,24.42,41.5,17.06,76.78,5.04,158.68,tea,Assam
59.09,25.24,49.22,17.3,76.22,4.78,193.9,tea,Tamil Nadu
48.73,21.0,38.91,21.03,77.86,5.62,222.31,tea,Kerala
35.86,28.87,40.25,15.3,71.32,4.61,191.22,tea,Tamil Nadu
42.29,28.24,49.15,22.9,72.51,5.07,299.18,tea,Tamil Nadu
50.93,24.62,33.32,17.8,87.99,5.47,216.26,tea,West Bengal
50.62,37.38,39.96,17.2,84.47,5.58,194.2,tea,West Bengal
30.43,31.27,42.45,22.72,87.97,5.52,198.89,tea,Kerala
44.96,34.64,34.21,21.27,83.75,4.76,168.83,tea,Kerala
52.06,22.91,45.81,21.89,75.76,5.97,170.13,tea,Kerala
44.39,36.13,48.07,15.49,75.75,5.54,240.13,tea,Assam
49.95,24.4,45.08,20.53,78.7,4.57,295.27,tea,Kerala
54.09,20.28,33.43,23.6,85.24,5.06,290.3,tea,Assam
56.57,31.3,39.81,18.56,73.41,5.8,181.05,tea,West Bengal
39.71,24.3,33.19,18.93,81.94,4.86,205.93,tea,Tamil Nadu
36.39,27.93,41.57,20.71,72.73,5.7,240.42,tea,Kerala
34.42,25.94,33.36,15.62,83.39,4.87,192.92,tea,Assam
40.15,22.7,44.78,22.52,84.51,5.04,242.23,tea,Assam
35.25,20.27,43.47,15.04,80.32,4.69,235.04,tea,Tamil Nadu
44.48,34.98,39.09,17.78,72.47,5.5,255.45,tea,West Bengal
55.77,37.9,36.23,19.52,76.49,4.55,161.12,tea,Assam
42.23,20.09,38.03,22.51,73.54,5.08,205.29,tea,Kerala
55.64,21.87,30.73,24.93,78.16,5.37,266.28,tea,Assam
55.99,36.25,34.59,18.15,85.39,5.54,243.27,tea,West Bengal
50.25,29.92,42.87,20.04,86.89,5.46,227.98,tea,Kerala
43.36,21.23,38.37,24.76,83.14,5.37,156.8,tea,West Bengal
55.65,28.32,35.32,19.82,80.68,5.84,225.31,tea,West Bengal
49.61,35.59,36.42,18.52,85.89,4.9,280.45,tea,Tamil Nadu
50.46,25.81,38.24,16.97,89.44,5.82,167.14,tea,Kerala
39.61,35.32,39.13,20.2,75.07,5.42,296.44,tea,West Bengal
57.41,36.39,46.59,18.28,79.07,5.56,215.92,tea,West Bengal
46.45,27.87,38.08,24.44,87.48,4.81,157.22,tea,Assam
56.15,32.59,42.62,20.42,81.36,4.58,196.13,tea,Kerala
46.75,22.46,41.63,20.39,87.45,5.6,176.42,tea,West Bengal
54.52,23.38,49.85,23.9,87.13,5.72,252.64,tea,Tamil Nadu
31.27,25.61,35.77,23.88,71.25,5.27,241.98,tea,Tamil Nadu
30.3,36.3,46.21,23.51,81.56,4.9,238.55,tea,Assam
55.92,20.27,48.73,19.88,87.08,5.13,155.67,tea,Tamil Nadu
49.39,22.26,31.94,21.06,89.72,4.72,253.74,tea,Assam
49.81,20.9,36.2,20.89,78.36,5.58,154.3,tea,Kerala
44.33,22.9,45.08,24.38,71.22,4.65,258.76,tea,West Bengal
51.2,36.47,39.66,21.26,75.59,5.74,297.4,tea,West Bengal
33.69,26.98,40.42,19.34,75.01,5.0,154.97,tea,West Bengal
51.37,24.72,46.0,18.25,86.07,5.64,181.21,tea,Tamil Nadu
46.74,31.96,47.2,23.85,81.45,5.58,254.88,tea,West Bengal
33.28,31.81,37.15,17.77,73.62,5.07,287.59,tea,Assam
34.65,28.75,43.1,20.08,77.81,5.38,202.59,tea,West Bengal
41.43,30.98,46.13,22.41,74.5,4.55,217.48,tea,West Bengal
30.95,34.05,48.41,15.22,83.73,4.51,191.99,tea,Assam
46.88,32.49,42.77,20.5,81.74,5.4,280.42,tea,Assam
54.83,36.34,48.34,17.72,72.86,4.73,185.93,tea,West Bengal
44.43,27.07,46.68,18.37,81.55,4.61,256.25,tea,Kerala
48.55,28.45,34.69,20.72,84.19,5.8,218.1,tea,Tamil Nadu
56.36,22.68,31.55,17.18,85.2,5.11,153.78,tea,Assam
33.52,27.07,33.99,17.31,79.44,5.35,170.61,tea,Tamil Nadu
56.16,36.85,36.65,20.59,88.85,5.24,290.46,tea,Tamil Nadu
59.36,29.22,31.5,15.88,79.06,5.39,201.51,tea,Tamil Nadu
54.82,36.49,30.53,16.83,76.0,4.62,295.08,tea,Tamil Nadu
49.28,37.49,30.02,24.23,79.15,5.41,247.99,tea,West Bengal
52.71,35.1,30.4,17.05,85.54,5.74,240.57,tea,Kerala
44.85,35.02,48.53,17.8,77.21,5.28,208.88,tea,Kerala
41.06,23.56,39.07,15.31,83.31,4.81,173.31,tea,Kerala
49.0,36.16,35.43,22.04,78.41,4.92,188.15,tea,Assam
42.09,21.34,36.56,23.94,82.28,5.56,217.41,tea,Assam
45.75,22.46,49.25,17.16,89.29,5.78,287.67,tea,Assam
48.18,21.04,44.89,15.42,86.1,4.57,224.23,tea,Kerala
48.3,22.15,48.84,17.44,87.61,5.77,248.11,tea,Assam
41.7,34.41,39.24,16.61,70.95,5.6,243.87,tea,Tamil Nadu
30.78,24.29,34.16,17.03,83.85,5.2,157.7,tea,West Bengal
48.12,27.31,37.34,16.92,71.5,5.4,181.19,tea,Kerala
52.86,34.33,31.15,22.52,82.17,5.96,200.66,tea,Assam
38.95,23.25,33.77,23.48,71.29,5.89,235.87,tea,Kerala
57.46,22.16,47.77,17.5,82.5,4.97,215.77,tea,West Bengal
45.83,24.73,45.11,15.36,89.46,5.4,257.66,tea,Kerala
42.21,31.5,33.68,16.6,86.74,4.75,265.8,tea,West Bengal
58.21,23.95,49.98,17.23,75.71,5.9,201.37,tea,Assam
44.41,25.87,42.83,20.39,87.89,5.98,195.53,tea,Tamil Nadu
36.53,33.16,41.97,23.23,70.62,5.79,198.67,tea,Assam
41.63,38.47,46.02,21.42,79.95,4.83,259.72,tea,Assam
56.03,39.26,30.93,20.21,84.28,5.69,150.31,tea,Tamil Nadu
36.51,21.94,37.02,17.88,76.58,5.19,233.8,tea,Tamil Nadu
50.59,35.13,49.54,21.93,78.54,4.6,280.61,tea,Tamil Nadu
34.89,38.14,41.75,23.23,71.04,5.68,267.66,tea,Kerala
51.87,27.11,44.61,23.92,77.63,4.96,267.19,tea,Assam
42.2,33.87,48.46,17.67,87.12,4.54,158.07,tea,Tamil Nadu
37.25,24.97,36.26,17.92,83.46,5.9,270.47,tea,Kerala
58.25,35.33,47.62,20.35,76.72,4.71,177.06,tea,West Bengal
43.6,24.24,32.72,19.5,88.87,5.27,229.07,tea,Tamil Nadu
48.45,37.6,34.28,23.7,86.84,5.09,255.21,tea,Assam
48.25,26.51,37.68,23.8,85.38,5.28,244.38,tea,West Bengal
55.75,27.22,47.13,20.71,87.77,5.76,212.63,tea,Kerala
54.88,31.68,45.74,20.31,85.93,5.15,266.58,tea,Kerala
58.38,27.08,35.54,23.35,79.75,5.31,194.12,tea,Tamil Nadu
39.3,26.03,36.27,21.58,70.44,5.0,178.15,tea,West Bengal
48.5,31.82,45.35,23.3,85.43,5.2,224.61,tea,Assam
52.79,25.36,47.37,21.43,76.82,5.57,268.18,tea,Tamil Nadu
50.79,39.98,43.32,23.21,87.4,5.86,158.88,tea,Kerala
49.88,33.6,44.93,20.84,84.29,5.75,162.88,tea,Kerala
43.37,23.32,36.1,20.28,77.68,5.67,299.77,tea,Assam
53.78,28.72,48.0,20.52,89.5,5.06,204.49,tea,Kerala
33.72,28.32,43.84,19.35,70.67,5.12,236.88,tea,West Bengal
37.09,32.59,37.15,18.01,87.49,5.88,168.02,tea,Kerala
48.57,35.44,49.14,22.45,79.82,5.35,184.59,tea,Kerala
47.21,33.22,31.18,18.91,79.19,4.89,293.28,tea,Kerala
45.13,27.57,43.23,15.88,76.42,5.16,195.83,tea,West Bengal
34.32,39.61,45.58,21.38,75.76,4.7,169.56,tea,Assam
45.84,23.46,33.27,15.32,85.69,5.47,287.95,tea,Tamil Nadu
48.21,38.28,30.88,15.67,83.05,5.02,194.04,tea,West Bengal
41.51,38.25,45.98,19.26,74.37,4.51,171.74,tea,Tamil Nadu
46.8,22.19,45.82,23.47,77.09,5.48,154.5,tea,West Bengal
48.76,39.07,31.75,15.05,72.91,5.66,197.81,tea,West Bengal
54.99,27.35,40.76,17.19,86.68,5.74,262.05,tea,West Bengal
46.64,23.78,30.41,15.4,79.25,5.55,270.99,tea,Kerala
40.11,38.68,30.78,22.19,81.96,5.27,203.76,tea,Assam
39.96,20.69,33.39,15.76,83.99,4.65,295.39,tea,Kerala
59.63,31.94,45.86,23.44,82.71,5.47,231.28,tea,Tamil Nadu
46.74,32.83,35.44,17.05,75.4,5.17,207.35,tea,Assam
32.56,22.91,47.79,24.22,76.56,4.92,200.13,tea,Kerala
31.94,22.83,38.77,20.24,87.39,5.06,180.93,tea,Kerala
47.12,25.1,44.34,17.65,78.62,4.88,296.99,tea,Assam
51.04,37.14,37.23,16.27,72.42,4.7,253.68,tea,Kerala
47.21,28.74,37.16,20.42,86.07,4.96,197.65,tea,Kerala
34.56,20.84,48.7,23.2,79.35,5.6,268.78,tea,West Bengal
32.46,20.14,40.47,19.76,74.74,5.89,271.06,tea,Kerala
50.71,22.48,37.94,19.26,80.33,5.11,169.03,tea,Assam
49.51,38.9,33.64,16.57,83.66,5.25,205.17,tea,West Bengal
56.84,31.7,30.64,17.96,72.26,4.75,205.23,tea,West Bengal
44.21,31.33,32.75,17.44,72.56,4.61,288.52,tea,Kerala
56.48,20.12,46.67,20.82,87.24,4.53,191.5,tea,Tamil Nadu
50.38,26.1,44.2,16.1,73.29,5.48,286.94,tea,West Bengal
43.54,32.93,46.91,23.04,71.21,5.0,186.72,tea,West Bengal
49.5,29.11,35.29,18.03,79.46,4.95,229.39,tea,Tamil Nadu
42.37,27.9,43.84,19.21,77.54,4.66,235.36,tea,Kerala
59.44,23.72,33.78,20.04,88.0,4.9,162.86,tea,Kerala
49.4,29.53,31.14,23.61,71.75,5.73,247.21,tea,Assam
54.62,24.6,32.17,18.3,73.14,5.26,263.6,tea,Tamil Nadu
36.58,38.59,33.24,20.93,79.89,5.28,168.08,tea,West Bengal
50.7,37.03,36.34,23.72,80.62,5.17,169.23,tea,Tamil Nadu
41.21,28.57,43.02,22.28,85.44,5.76,211.28,tea,West Bengal
38.04,36.95,39.17,18.71,85.34,4.58,278.33,tea,Kerala
38.83,31.23,41.84,24.85,84.7,4.58,210.35,tea,Assam
59.32,26.11,34.61,21.63,85.99,5.21,175.79,tea,Tamil Nadu
41.34,24.71,35.82,17.08,77.44,5.22,220.4,tea,West Bengal
32.66,21.86,48.88,16.01,86.48,5.92,237.49,tea,Kerala
55.82,38.96,32.27,22.5,76.32,4.82,178.2,tea,Tamil Nadu
32.67,35.27,34.08,18.88,85.72,5.86,213.75,tea,West Bengal
54.1,23.66,33.6,21.35,78.79,5.52,288.27,tea,Kerala
46.41,38.86,35.89,22.64,86.98,4.67,281.06,tea,West Bengal
56.98,37.36,31.29,15.2,76.52,5.31,180.83,tea,Tamil Nadu
52.77,34.39,40.7,21.7,88.53,5.88,262.44,tea,Assam
38.68,35.38,46.83,22.6,77.19,5.19,171.4,tea,Assam
54.1,26.99,38.15,21.05,77.84,5.66,292.88,tea,Kerala
46.9,26.32,35.19,21.83,88.44,5.9,245.41,tea,Tamil Nadu
49.04,21.54,46.08,15.38,77.66,5.6,275.84,tea,Kerala
50.01,36.99,49.03,22.45,82.94,5.51,270.48,tea,Assam
54.9,26.04,35.95,17.64,75.44,4.63,270.58,tea,Kerala
35.23,26.64,49.49,16.33,79.99,4.67,169.49,tea,Tamil Nadu
53.7,31.24,45.82,24.25,89.47,5.28,277.86,tea,West Bengal
50.76,28.23,41.9,18.09,79.5,4.84,172.28,tea,West Bengal
43.54,21.96,33.6,15.26,80.21,4.67,217.02,tea,Tamil Nadu
49.66,33.35,31.95,24.22,83.94,5.45,174.52,tea,West Bengal
39.96,35.51,49.17,23.13,84.84,5.13,253.49,tea,Tamil Nadu
58.06,35.37,43.51,21.35,79.31,4.81,171.41,tea,Kerala
56.78,37.95,41.33,16.3,88.34,4.77,212.69,tea,West Bengal
40.94,28.25,44.2,15.06,75.46,5.26,218.34,tea,West Bengal
33.22,34.01,34.69,18.23,86.99,4.55,294.14,tea,Kerala
35.13,29.29,49.86,24.28,89.79,5.06,184.57,tea,Kerala
51.49,21.7,33.5,17.61,80.03,5.3,233.59,tea,West Bengal
35.1,34.7,48.04,24.76,88.2,4.95,205.49,tea,Assam
52.28,24.73,34.8,22.38,88.77,5.86,254.94,tea,Assam
47.62,32.75,38.08,24.85,74.57,5.88,267.1,tea,Tamil Nadu
49.93,33.21,47.0,23.86,89.7,4.95,210.67,tea,West Bengal
57.89,26.99,33.03,22.37,71.08,5.9,167.15,tea,Tamil Nadu
30.17,25.86,44.41,17.93,70.92,5.47,205.02,tea,Assam
49.85,38.1,43.46,24.46,79.48,4.64,223.15,tea,Tamil Nadu
40.28,24.24,49.68,18.63,70.74,4.81,247.04,tea,Tamil Nadu
59.08,26.56,46.87,17.87,70.04,5.4,176.69,tea,Tamil Nadu
54.37,22.84,43.93,22.22,85.87,4.93,233.72,tea,Kerala
46.57,20.63,39.54,18.9,71.74,5.17,234.07,tea,West Bengal
45.08,22.61,41.5,17.71,72.04,5.06,205.19,tea,Kerala
37.88,35.96,31.03,19.11,70.34,4.72,212.92,tea,West Bengal
51.83,38.61,35.87,20.29,80.23,4.88,199.24,tea,Kerala
56.65,33.88,40.98,15.06,84.32,5.09,230.35,tea,Tamil Nadu
53.62,22.35,38.22,21.73,75.62,5.27,199.78,tea,Assam
59.87,38.99,43.02,19.98,88.5,5.38,170.11,tea,Assam
52.62,34.37,39.73,16.77,78.18,4.73,240.14,tea,Assam
36.52,27.06,47.1,15.87,74.02,5.79,237.91,tea,West Bengal
52.26,28.64,37.0,15.91,85.14,4.91,291.74,tea,Tamil Nadu
31.59,27.06,43.48,19.77,88.12,5.73,290.06,tea,Assam
31.65,25.94,32.32,23.13,78.63,4.56,225.35,tea,Kerala
50.56,23.14,49.71,24.64,77.97,5.37,240.88,tea,Assam
47.0,35.26,37.96,22.58,74.26,5.72,159.32,tea,Assam
30.14,28.32,41.53,23.43,80.26,5.48,216.13,tea,Kerala
30.71,34.8,44.5,20.57,83.69,4.83,194.61,tea,Assam
31.98,39.75,32.58,16.87,89.7,4.67,170.83,tea,Kerala
53.65,24.71,33.77,22.75,89.84,5.7,259.93,tea,Assam
41.2,31.25,43.75,22.42,78.28,4.93,192.7,tea,Kerala
40.7,37.63,38.96,23.83,70.91,5.51,194.05,tea,Tamil Nadu
40.55,29.48,43.33,20.59,78.51,4.86,233.03,tea,Kerala
54.84,30.59,45.8,17.78,80.35,4.58,189.51,tea,Kerala
43.6,39.81,48.6,18.07,78.49,4.86,171.11,tea,Assam
46.12,24.07,38.09,17.77,80.94,5.4,293.01,tea,West Bengal
31.66,28.31,42.6,20.31,83.39,5.98,270.88,tea,Tamil Nadu
44.09,26.69,38.84,19.28,77.14,5.77,292.94,tea,Kerala
46.94,21.32,37.99,16.55,79.31,4.97,254.83,tea,Kerala
37.77,38.35,32.88,24.64,72.25,5.68,282.0,tea,West Bengal
43.84,32.63,35.56,24.29,76.42,5.75,184.72,tea,West Bengal
33.44,36.37,32.48,20.54,70.39,4.94,223.1,tea,West Bengal
41.98,28.25,40.71,21.15,80.97,5.98,177.85,tea,Assam
51.08,25.4,40.94,15.61,73.2,5.11,178.41,tea,Tamil Nadu
32.59,38.15,35.77,16.87,75.67,5.72,232.95,tea,West Bengal
54.9,25.28,36.07,22.65,86.08,5.92,151.46,tea,Assam
59.76,34.16,48.66,22.4,76.53,4.83,212.52,tea,West Bengal
47.34,29.54,42.36,24.6,77.0,5.05,176.57,tea,Kerala
59.51,34.41,33.39,15.82,86.34,4.99,254.19,tea,Assam
31.45,29.54,39.39,20.46,70.46,5.79,153.54,tea,Assam
37.35,36.13,38.12,16.76,73.09,4.51,181.18,tea,Assam
56.54,31.23,33.75,20.34,80.12,5.57,223.34,tea,Tamil Nadu
36.64,39.14,32.74,19.81,88.98,5.02,260.23,tea,West Bengal
58.61,24.65,36.12,23.6,71.25,5.3,253.93,tea,Tamil Nadu
33.17,37.11,32.6,24.34,79.06,5.41,273.79,tea,West Bengal
43.64,27.33,34.53,20.25,74.91,4.78,247.97,tea,Tamil Nadu
43.69,30.26,35.77,18.09,75.42,5.43,244.7,tea,Kerala
54.34,31.05,46.57,20.98,81.54,4.59,280.93,tea,Assam
46.23,36.97,32.38,24.77,73.16,5.68,291.6,tea,West Bengal
56.27,20.81,34.79,23.68,71.91,5.66,225.36,tea,West Bengal
56.53,35.52,41.48,15.32,71.62,4.95,250.8,tea,West Bengal
32.48,33.11,30.56,23.6,88.82,4.96,282.84,tea,Kerala
43.14,30.57,30.72,22.26,78.65,5.13,227.93,tea,Kerala
56.2,37.18,30.97,18.47,84.74,5.75,154.75,tea,Assam
58.77,24.13,33.89,18.14,87.98,5.86,190.32,tea,Kerala
37.99,22.7,31.37,21.32,82.99,4.8,189.98,tea,Tamil Nadu
